,businessUnitId,stars,identifyingName,displayName,logoUrl,numberOfReviews,trustScore,location,isRecommendedInCategories,contact,categories
10,60a3fe65d3a8ed0001a01007,4.5,bywinona.com,By Winona,//s3-eu-west-1.amazonaws.com/tpd/logos/60a3fe65d3a8ed0001a01007/0x0.png,2092,4.7,"{'address': '1401 Lavaca St #40478', 'city': 'Austin', 'zipCode': '78701', 'country': 'United States'}",True,"{'website': 'http://bywinona.com?utm_source=trustpilot&el=trustpilot&htrafficsource=trustpilot', 'email': 'hello@bywinona.com', 'phone': '(415) 840-1465'}","[{'categoryId': 'doctor', 'displayName': 'Doctor', 'isPredicted': False}, {'categoryId': 'obstetrics_gynecology_clinic', 'displayName': ""Women's Health Clinic"", 'isPredicted': False}, {'categoryId': 'wellness_center', 'displayName': 'Wellness Center', 'isPredicted': False}, {'categoryId': 'pharmacy', 'displayName': 'Pharmacy', 'isPredicted': False}]"
11,5bcf62fa3b29100001fb268c,5.0,royalmedicalcenters.com,Royal Medical Center,//s3-eu-west-1.amazonaws.com/tpd/logos/5bcf62fa3b29100001fb268c/0x0.png,2027,4.8,"{'address': '1000 E Hillsboro Blvd Suite 102', 'city': 'Deerfield Beach', 'zipCode': '33441', 'country': 'United States'}",True,"{'website': 'https://royalmedicalcenters.com', 'email': 'info@royalmedicalcenters.com', 'phone': '800-625-3837'}","[{'categoryId': 'pharmacy', 'displayName': 'Pharmacy', 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}, {'categoryId': 'alternative_medicine_practitioner', 'displayName': 'Alternative Medicine Practitioner', 'isPredicted': False}]"
12,5730a5290000ff00058c9ea9,5.0,www.centerforvein.com,Center for Vein Restoration,//s3-eu-west-1.amazonaws.com/tpd/logos/5730a5290000ff00058c9ea9/0x0.png,1844,4.8,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",True,"{'website': 'http://www.centerforvein.com', 'email': None, 'phone': None}","[{'categoryId': 'pain_management_physician', 'displayName': 'Pain Management Physician', 'isPredicted': False}, {'categoryId': 'pain_control_clinic', 'displayName': 'Pain Control Clinic', 'isPredicted': False}, {'categoryId': 'wellness_center', 'displayName': 'Wellness Center', 'isPredicted': False}, {'categoryId': 'vascular_surgeon', 'displayName': 'Vascular Surgeon', 'isPredicted': False}, {'categoryId': 'surgeon', 'displayName': 'Surgeon', 'isPredicted': False}, {'categoryId': 'medical_center', 'displayName': 'Medical Center', 'isPredicted': False}]"
13,5c829629f229920001fc7499,4.5,invigormedical.com,Invigor Medical,//s3-eu-west-1.amazonaws.com/tpd/logos/5c829629f229920001fc7499/0x0.png,1666,4.5,"{'address': '1030 N Center Pkwy', 'city': 'Kennewick', 'zipCode': '99336', 'country': 'United States'}",True,"{'website': 'https://invigormedical.com', 'email': 'support@invigormedical.com', 'phone': '888-966-4854'}","[{'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}]"
14,5683e0d40000ff0005871505,5.0,prestodoctor.com,PrestoDoctor.com,,1660,5.0,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'https://prestodoctor.com/?ref=tp', 'email': 'team@prestodoctor.com', 'phone': '(650) 5-420-420'}","[{'categoryId': 'home_health_care_service', 'displayName': 'Home Health Care Service', 'isPredicted': False}, {'categoryId': 'alternative_medicine_practitioner', 'displayName': 'Alternative Medicine Practitioner', 'isPredicted': False}]"
15,64995c53797c474e7391ae4c,4.0,reflexmd.com,ReflexMD,//s3-eu-west-1.amazonaws.com/tpd/logos/64995c53797c474e7391ae4c/0x0.png,1586,4.2,"{'address': '2093 Philadelphia Pike unit 2388', 'city': 'Claymont', 'zipCode': '19703-2424', 'country': 'United States'}",True,"{'website': 'http://reflexmd.com', 'email': 'help@reflexmd.com', 'phone': '(888) 807-2462'}","[{'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}, {'categoryId': 'wellness_program', 'displayName': 'Wellness Program', 'isPredicted': False}, {'categoryId': 'online_prescription_medication_vendor', 'displayName': 'Online Prescription Medication Vendor', 'isPredicted': False}, {'categoryId': 'weight_loss_service', 'displayName': 'Weight Loss Service', 'isPredicted': False}]"
16,60c0c0c6ec0de2000117285e,5.0,mycompassionateclinic.com,Compassionate Clinics of America,//s3-eu-west-1.amazonaws.com/tpd/logos/60c0c0c6ec0de2000117285e/0x0.png,1531,4.9,"{'address': '2101 Waukegan Road', 'city': 'Bannockburn', 'zipCode': '60015', 'country': 'United States'}",True,"{'website': 'http://mycompassionateclinic.com', 'email': 'info@mycompassionateclinic.com', 'phone': '(888) 372-0325'}","[{'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}, {'categoryId': 'wellness_center', 'displayName': 'Wellness Center', 'isPredicted': False}, {'categoryId': 'alternative_medicine_practitioner', 'displayName': 'Alternative Medicine Practitioner', 'isPredicted': False}, {'categoryId': 'pain_management_physician', 'displayName': 'Pain Management Physician', 'isPredicted': False}, {'categoryId': 'doctor', 'displayName': 'Doctor', 'isPredicted': False}]"
17,5dc30673616280000168bbd0,4.5,veriheal.com,Veriheal,//s3-eu-west-1.amazonaws.com/tpd/logos/5dc30673616280000168bbd0/0x0.png,1163,4.4,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'https://www.veriheal.com', 'email': 'info@veriheal.com', 'phone': '8336637284'}","[{'categoryId': 'alternative_medicine_practitioner', 'displayName': 'Alternative Medicine Practitioner', 'isPredicted': False}]"
18,5c78399d65c9d500015b0037,5.0,beyondhealth.com,Beyond Health International,//s3-eu-west-1.amazonaws.com/tpd/logos/5c78399d65c9d500015b0037/0x0.png,1094,4.8,"{'address': '1000 Pocatello Creek Rd. Suite W1', 'city': 'Pocatello', 'zipCode': '83201', 'country': 'United States'}",True,"{'website': 'https://beyondhealth.com/', 'email': 'help@beyondhealth.com', 'phone': '800-250-3063'}","[{'categoryId': 'health_and_beauty_shop', 'displayName': 'Health and Beauty Shop', 'isPredicted': False}, {'categoryId': 'fitness_and_nutrition_service', 'displayName': 'Fitness and Nutrition Service', 'isPredicted': False}, {'categoryId': 'drugstore', 'displayName': 'Drug Store', 'isPredicted': False}, {'categoryId': 'vitamin_and_supplements_store', 'displayName': 'Vitamin and Supplements Store', 'isPredicted': False}, {'categoryId': 'holistic_medicine_practitioner', 'displayName': 'Holistic Medicine Practitioner', 'isPredicted': False}, {'categoryId': 'skin_care_clinic', 'displayName': 'Skin Care Clinic', 'isPredicted': False}]"
19,5ffb0e538b18380001bc9dcf,5.0,www.pragamedica.com,PRAGA MEDICA,//s3-eu-west-1.amazonaws.com/tpd/logos/5ffb0e538b18380001bc9dcf/0x0.png,1042,4.9,"{'address': 'Plzenska 155/113', 'city': 'Praha 5', 'zipCode': '15000', 'country': 'United States'}",True,"{'website': 'http://www.pragamedica.com', 'email': 'info@pragamedica.com', 'phone': '228 880 995'}","[{'categoryId': 'optometrist', 'displayName': 'Optometrist', 'isPredicted': False}, {'categoryId': 'dental_implants_periodontist', 'displayName': 'Dental Implants Periodontist', 'isPredicted': False}, {'categoryId': 'weight_loss_service', 'displayName': 'Weight Loss Service', 'isPredicted': False}, {'categoryId': 'reproductive_health_clinic', 'displayName': 'Reproductive Health Clinic', 'isPredicted': False}, {'categoryId': 'plastic_surgery_clinic', 'displayName': 'Plastic Surgery Clinic', 'isPredicted': False}, {'categoryId': 'travel_clinic', 'displayName': 'Travel Clinic', 'isPredicted': False}]"
20,60af046e117c42000178c9e3,5.0,thrivelab.com,Thrivelab,//s3-eu-west-1.amazonaws.com/tpd/logos/60af046e117c42000178c9e3/0x0.png,907,4.8,"{'address': '2719 S. El Camino Real', 'city': 'San Clemente', 'zipCode': '92672', 'country': 'United States'}",True,"{'website': 'http://thrivelab.com', 'email': 'support@thrivelab.com', 'phone': '(737)377-1600'}","[{'categoryId': 'obstetrics_gynecology_clinic', 'displayName': ""Women's Health Clinic"", 'isPredicted': False}, {'categoryId': 'wellness_program', 'displayName': 'Wellness Program', 'isPredicted': False}, {'categoryId': 'wellness_center', 'displayName': 'Wellness Center', 'isPredicted': False}, {'categoryId': 'home_health_care_service', 'displayName': 'Home Health Care Service', 'isPredicted': False}, {'categoryId': 'online_pharmacy', 'displayName': 'Online Pharmacy', 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}]"
21,6418c02b4d729569d0f95476,5.0,mdanywhere.com,MDAnywhere,//s3-eu-west-1.amazonaws.com/tpd/logos/6418c02b4d729569d0f95476/0x0.png,828,4.9,"{'address': 'PO Box 397', 'city': 'Miller Place', 'zipCode': '11764', 'country': 'United States'}",True,"{'website': 'http://mdanywhere.com', 'email': 'info@mdanywhere.com', 'phone': '1-800-632-4981 '}","[{'categoryId': 'doctor', 'displayName': 'Doctor', 'isPredicted': False}, {'categoryId': 'online_prescription_medication_vendor', 'displayName': 'Online Prescription Medication Vendor', 'isPredicted': False}, {'categoryId': 'general_practitioner', 'displayName': 'General Practitioner', 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}]"
22,5d3272819bfa500001334f42,4.5,maleexcel.com,Male Excel,//s3-eu-west-1.amazonaws.com/tpd/logos/5d3272819bfa500001334f42/0x0.png,821,4.7,"{'address': '809 Westmere Ave, Suite A', 'city': 'Charlotte', 'zipCode': 'NC 28208', 'country': 'United States'}",False,"{'website': 'http://maleexcel.com', 'email': 'support@maleexcel.com', 'phone': '+1 (888) 215-1324'}","[{'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}, {'categoryId': 'online_prescription_medication_vendor', 'displayName': 'Online Prescription Medication Vendor', 'isPredicted': False}, {'categoryId': 'online_pharmacy', 'displayName': 'Online Pharmacy', 'isPredicted': False}]"
23,60d685512689b70001d7a24d,3.5,circlemedical.com,Circle Medical,//s3-eu-west-1.amazonaws.com/tpd/logos/60d685512689b70001d7a24d/0x0.png,782,3.7,"{'address': '333 1st Street #A', 'city': 'San Francisco', 'zipCode': '94105', 'country': 'United States'}",True,"{'website': 'http://circlemedical.com', 'email': 'info@circlemedical.com', 'phone': '(415) 840-0560'}","[{'categoryId': 'mental_health_service', 'displayName': 'Mental Health Service', 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}, {'categoryId': 'doctor', 'displayName': 'Doctor', 'isPredicted': False}]"
24,61156d21264808001da71274,4.5,valhallavitality.com,Valhalla Vitality,//s3-eu-west-1.amazonaws.com/tpd/logos/61156d21264808001da71274/0x0.png,747,4.3,"{'address': '92-18 Rockaway Beach Boulevard', 'city': 'Queens', 'zipCode': '11693', 'country': 'United States'}",True,"{'website': 'https://valhallavitality.com', 'email': None, 'phone': None}","[{'categoryId': 'weight_loss_service', 'displayName': 'Weight Loss Service', 'isPredicted': False}, {'categoryId': 'holistic_medicine_practitioner', 'displayName': 'Holistic Medicine Practitioner', 'isPredicted': False}]"
25,61b244919580764bc1d1b631,4.5,myalloy.com,myalloy.com,//s3-eu-west-1.amazonaws.com/tpd/logos/61b244919580764bc1d1b631/0x0.png,740,4.5,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",True,"{'website': 'http://myalloy.com', 'email': None, 'phone': None}","[{'categoryId': 'obstetrics_gynecology_clinic', 'displayName': ""Women's Health Clinic"", 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}, {'categoryId': 'specialized_clinic', 'displayName': 'Specialized Clinic', 'isPredicted': False}]"
26,65b32e7b0feb96173977ea6c,4.5,joinfridays.com,Fridays Health,//s3-eu-west-1.amazonaws.com/tpd/logos/65b32e7b0feb96173977ea6c/0x0.png,696,4.5,"{'address': '17322 Murphy Ave', 'city': 'Irvine', 'zipCode': '92614', 'country': 'United States'}",True,"{'website': 'http://joinfridays.com', 'email': 'support@joinfridays.com', 'phone': None}","[{'categoryId': 'fitness_and_nutrition_service', 'displayName': 'Fitness and Nutrition Service', 'isPredicted': False}, {'categoryId': 'online_prescription_medication_vendor', 'displayName': 'Online Prescription Medication Vendor', 'isPredicted': False}, {'categoryId': 'medical_spa', 'displayName': 'Medical Spa', 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}, {'categoryId': 'weight_loss_service', 'displayName': 'Weight Loss Service', 'isPredicted': False}]"
27,63503eb9dd60fc1a7d605fec,4.5,pompaprogram.com,Pompa Program,//s3-eu-west-1.amazonaws.com/tpd/logos/63503eb9dd60fc1a7d605fec/0x0.png,574,4.4,"{'address': '1526 W Ute Blvd', 'city': 'Park City', 'zipCode': '84098', 'country': 'United States'}",True,"{'website': 'http://pompaprogram.com', 'email': None, 'phone': None}","[{'categoryId': 'holistic_medicine_practitioner', 'displayName': 'Holistic Medicine Practitioner', 'isPredicted': False}, {'categoryId': 'alternative_medicine_practitioner', 'displayName': 'Alternative Medicine Practitioner', 'isPredicted': False}, {'categoryId': 'vitamin_and_supplements_store', 'displayName': 'Vitamin and Supplements Store', 'isPredicted': False}, {'categoryId': 'health_consultant', 'displayName': 'Health Consultant', 'isPredicted': False}]"
28,5fc5fcf98f14430001f4925f,4.5,doctoralexa.com,Doctor Alexa,//s3-eu-west-1.amazonaws.com/tpd/logos/5fc5fcf98f14430001f4925f/0x0.png,561,4.5,"{'address': '2412 Old North Road', 'city': 'Denton', 'zipCode': '76209', 'country': 'United States'}",False,"{'website': 'http://doctoralexa.com', 'email': 'admin@doctoralexa.com', 'phone': '4694986868'}","[{'categoryId': 'health_medical', 'displayName': 'Health & Medical', 'isPredicted': False}, {'categoryId': 'urgent_care_center', 'displayName': 'Urgent Care Center', 'isPredicted': False}, {'categoryId': 'doctor', 'displayName': 'Doctor', 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}]"
29,612d29bb9f5bde001dd1de9f,4.5,joinfound.com,Found,//s3-eu-west-1.amazonaws.com/tpd/logos/612d29bb9f5bde001dd1de9f/0x0.png,537,4.3,"{'address': '1 Letterman Drive, Ste C3500', 'city': 'San Francisco', 'zipCode': '94129', 'country': 'United States'}",False,"{'website': 'http://joinfound.com', 'email': 'support@joinfound.com', 'phone': None}","[{'categoryId': 'weight_loss_service', 'displayName': 'Weight Loss Service', 'isPredicted': False}, {'categoryId': 'online_prescription_medication_vendor', 'displayName': 'Online Prescription Medication Vendor', 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}]"
30,5c76e58c61447700016810ef,5.0,thcphysicians.com,THC Physicians,//s3-eu-west-1.amazonaws.com/tpd/logos/5c76e58c61447700016810ef/0x0.png,520,4.8,"{'address': '4723 W. Atlantic Ave., Suite 11 ', 'city': 'Delray Beach', 'zipCode': '33445', 'country': 'United States'}",False,"{'website': 'http://thcphysicians.com', 'email': 'info@thcphysicians.com', 'phone': '561-665-6090'}","[{'categoryId': 'alternative_medicine_practitioner', 'displayName': 'Alternative Medicine Practitioner', 'isPredicted': False}, {'categoryId': 'doctor', 'displayName': 'Doctor', 'isPredicted': False}]"
31,5d5702ea812e5f00011cc2bc,4.5,quickmedcards.com,QuickMedCards,//s3-eu-west-1.amazonaws.com/tpd/logos/5d5702ea812e5f00011cc2bc/0x0.png,494,4.7,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'http://quickmedcards.com', 'email': None, 'phone': None}","[{'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}]"
32,5f1d9ef8570685000181e79d,4.0,leafyquickwellness.com,Leafy DOC,//s3-eu-west-1.amazonaws.com/tpd/logos/5f1d9ef8570685000181e79d/0x0.png,485,3.9,"{'address': '1859 Janke Dr', 'city': 'Northbrook', 'zipCode': '60062', 'country': 'United States'}",True,"{'website': 'https://leafydoc.com/', 'email': 'hello@leafydoc.com', 'phone': '(315) 871-0884'}","[{'categoryId': 'alternative_medicine_practitioner', 'displayName': 'Alternative Medicine Practitioner', 'isPredicted': False}]"
33,5dce9e8e1cc9020001365af7,4.0,ezcareclinic.com,EZCare Clinic,//s3-eu-west-1.amazonaws.com/tpd/logos/5dce9e8e1cc9020001365af7/0x0.png,404,4.2,"{'address': '1884 MARKET ST ', 'city': 'San Francisco', 'zipCode': '94102', 'country': 'United States'}",False,"{'website': 'https://ezcareclinic.io/', 'email': 'help@ezcareclinic.io', 'phone': '4159660848'}","[{'categoryId': 'doctor', 'displayName': 'Doctor', 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}, {'categoryId': 'mental_health_clinic', 'displayName': 'Mental Health Clinic', 'isPredicted': False}, {'categoryId': 'mental_health_service', 'displayName': 'Mental Health Service', 'isPredicted': False}]"
34,63343fe152ada644146340fb,5.0,cardahealth.com,Carda Health,,397,4.9,"{'address': None, 'city': 'New York', 'zipCode': None, 'country': 'United States'}",True,"{'website': 'http://cardahealth.com', 'email': 'support@cardahealth.com', 'phone': None}","[{'categoryId': 'home_health_care_service', 'displayName': 'Home Health Care Service', 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}]"
35,64a8892d152c571a851bdf83,4.5,biopreventative.com,biopreventative,//s3-eu-west-1.amazonaws.com/tpd/logos/64a8892d152c571a851bdf83/0x0.png,387,4.7,"{'address': '14508 Lincoln Blvd ste 121 #120', 'city': 'Miami', 'zipCode': '33176-7428', 'country': 'United States'}",True,"{'website': 'http://biopreventative.com', 'email': 'support@biopreventative.com', 'phone': '2486548263'}","[{'categoryId': 'health_consultant', 'displayName': 'Health Consultant', 'isPredicted': False}, {'categoryId': 'weight_loss_service', 'displayName': 'Weight Loss Service', 'isPredicted': False}, {'categoryId': 'sports_medicine_clinic', 'displayName': 'Sports Medicine Clinic', 'isPredicted': False}, {'categoryId': 'medical_office', 'displayName': 'Medical Office', 'isPredicted': False}, {'categoryId': 'health_spa', 'displayName': 'Health Spa', 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}]"
36,5a85bcc7a8196300010a2b12,4.5,conceptionsrepro.com,Conceptions,,326,4.6,"{'address': 'West County Line Road 271', 'city': 'Littleton', 'zipCode': '80129', 'country': 'United States'}",False,"{'website': 'http://conceptionsrepro.com', 'email': None, 'phone': None}","[{'categoryId': 'gynecologist', 'displayName': 'Obstetrician-Gynecologist', 'isPredicted': False}, {'categoryId': 'doctor', 'displayName': 'Doctor', 'isPredicted': False}, {'categoryId': 'fertility_physician', 'displayName': 'Fertility Physician', 'isPredicted': False}, {'categoryId': 'fertility_clinic', 'displayName': 'Fertility Clinic', 'isPredicted': False}, {'categoryId': 'specialized_clinic', 'displayName': 'Specialized Clinic', 'isPredicted': False}]"
37,5e4ec44438d2d60001f5e252,4.5,formhealth.co,Form Health,//s3-eu-west-1.amazonaws.com/tpd/logos/5e4ec44438d2d60001f5e252/0x0.png,326,4.4,"{'address': '179 Lincoln St', 'city': 'Boston', 'zipCode': '02111', 'country': 'United States'}",True,"{'website': 'http://formhealth.co', 'email': 'info@formhealth.co', 'phone': '6175051520'}","[{'categoryId': 'fitness_and_nutrition_service', 'displayName': 'Fitness and Nutrition Service', 'isPredicted': False}, {'categoryId': 'weight_loss_service', 'displayName': 'Weight Loss Service', 'isPredicted': False}, {'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}]"
38,636670a5e587d7e508b5d2f2,4.5,hidrb.com,Dr. B,//s3-eu-west-1.amazonaws.com/tpd/logos/636670a5e587d7e508b5d2f2/0x0.png,313,4.7,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",True,"{'website': 'http://hidrb.com', 'email': None, 'phone': None}","[{'categoryId': 'medical_clinic', 'displayName': 'Medical Clinic', 'isPredicted': False}, {'categoryId': 'doctor', 'displayName': 'Doctor', 'isPredicted': False}, {'categoryId': 'obstetrics_gynecology_clinic', 'displayName': ""Women's Health Clinic"", 'isPredicted': False}, {'categoryId': 'urgent_care_center', 'displayName': 'Urgent Care Center', 'isPredicted': False}, {'categoryId': 'dermatologist', 'displayName': 'Dermatologist', 'isPredicted': False}, {'categoryId': 'reproductive_health_clinic', 'displayName': 'Reproductive Health Clinic', 'isPredicted': False}]"
39,5d5af4b798cae8000130fd9b,4.5,navacenter.com,Nava Health & Vitality Center,,308,4.7,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'http://navacenter.com', 'email': None, 'phone': None}","[{'categoryId': 'holistic_medicine_practitioner', 'displayName': 'Holistic Medicine Practitioner', 'isPredicted': False}]"
