businessUnitId,stars,identifyingName,displayName,logoUrl,numberOfReviews,trustScore,location,isRecommendedInCategories,contact,categories
5acfd36fa1da2600010116b7,1.5,axa-travel-insurance.com,AXA Travel Insurance UK,//s3-eu-west-1.amazonaws.com/tpd/logos/5acfd36fa1da2600010116b7/0x0.png,1220,1.3,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'http://axa-travel-insurance.com', 'email': None, 'phone': None}","[{'categoryId': 'insurance_agency', 'displayName': 'Insurance Agency', 'isPredicted': False}, {'categoryId': 'insurance_company', 'displayName': 'Insurance Company', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
62b37ee058c677638cd25868,5.0,traveldefenders.com,Travel Defenders,//s3-eu-west-1.amazonaws.com/tpd/logos/62b37ee058c677638cd25868/0x0.png,1218,4.9,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",True,"{'website': 'http://traveldefenders.com', 'email': None, 'phone': None}","[{'categoryId': 'insurance_agency', 'displayName': 'Insurance Agency', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'financial_consultant', 'displayName': 'Financial Consultant', 'isPredicted': False}]"
585e4aa50000ff000599a189,4.5,www.traveler-assistance.com,Traveler Assistance Services,//s3-eu-west-1.amazonaws.com/tpd/logos/585e4aa50000ff000599a189/0x0.png,1205,4.5,"{'address': '792 Bell Tower Lane Weston, Weston Florida', 'city': 'Weston, Florida', 'zipCode': '33326', 'country': 'United States'}",False,"{'website': 'http://www.traveler-assistance.com', 'email': 'gerencia@traveler-assistance.com', 'phone': '+1 305 767 4008 '}","[{'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
588642b10000ff00059b5423,4.0,lodgingcompany.com,The Lodging Company,//s3-eu-west-1.amazonaws.com/tpd/logos/588642b10000ff00059b5423/0x0.png,1091,3.8,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'http://www.lodgingcompany.com', 'email': None, 'phone': '1-888-676-9977'}","[{'categoryId': 'ski_holiday_organizer', 'displayName': 'Ski Holidays', 'isPredicted': False}, {'categoryId': 'vacation_rental', 'displayName': 'Vacation Rental', 'isPredicted': False}, {'categoryId': 'hotel', 'displayName': 'Hotel', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'tour_operator', 'displayName': 'Tour Operator', 'isPredicted': False}, {'categoryId': 'cottage', 'displayName': 'Cottage', 'isPredicted': False}]"
5e34a064e6e8600001df0b28,4.0,fanshield.com,FanShield,//s3-eu-west-1.amazonaws.com/tpd/logos/5e34a064e6e8600001df0b28/0x0.png,1060,3.8,"{'address': None, 'city': 'Phoenix', 'zipCode': None, 'country': 'United States'}",True,"{'website': 'https://fanshield.com', 'email': 'help@fanshield.com', 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'software_company', 'displayName': 'Software Company', 'isPredicted': False}, {'categoryId': 'event_technology_service', 'displayName': 'Event Technology Service', 'isPredicted': False}]"
5a607537b8853900016fc02a,5.0,www.visitorsinsurance.com,"Visitors Insurance - Community Insurance Agency, Inc.",//s3-eu-west-1.amazonaws.com/tpd/logos/5a607537b8853900016fc02a/0x0.png,969,4.8,"{'address': '425 Huehl Road Suite 22A', 'city': 'Northbrook', 'zipCode': '60062', 'country': 'United States'}",True,"{'website': 'http://www.visitorsinsurance.com', 'email': 'info@visitorsinsurance.com', 'phone': '800-344-9540'}","[{'categoryId': 'life_insurance_agency', 'displayName': 'Life Insurance Agency', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'insurance_agency', 'displayName': 'Insurance Agency', 'isPredicted': False}, {'categoryId': 'insurance_broker', 'displayName': 'Insurance Broker', 'isPredicted': False}, {'categoryId': 'health_insurance_agency', 'displayName': 'Health Insurance Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
5a85aef558df700001dc38a8,3.5,tripmate.com,Trip Mate,//s3-eu-west-1.amazonaws.com/tpd/logos/5a85aef558df700001dc38a8/0x0.png,909,3.3,"{'address': 'P.O Box ', 'city': 'Hazelwood', 'zipCode': '63042', 'country': 'United States'}",False,"{'website': 'http://tripmate.com', 'email': None, 'phone': None}","[{'categoryId': 'insurance_company', 'displayName': 'Insurance Company', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
58f3bb560000ff0005a0990e,4.5,bonzah.com,Bonzah.com,//s3-eu-west-1.amazonaws.com/tpd/logos/58f3bb560000ff0005a0990e/0x0.png,888,4.4,"{'address': '800 4th Ave # 1041', 'city': 'Grinnell', 'zipCode': '50112', 'country': 'United States'}",False,"{'website': 'https://www.bonzah.com', 'email': 'admin@pablow.com', 'phone': '+1-866-266-0505'}","[{'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'van_rental_agency', 'displayName': 'Van Rental Agency', 'isPredicted': False}, {'categoryId': 'car_sharing_location', 'displayName': 'Car Sharing Location', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'liability_insurance_company', 'displayName': 'Liability Insurance Company', 'isPredicted': False}, {'categoryId': 'car_rental_agency', 'displayName': 'Car Rental Agency', 'isPredicted': False}]"
625fd3d5f18d1b82ce919cc7,4.5,withfaye.com,Faye Travel Insurance,//s3-eu-west-1.amazonaws.com/tpd/logos/625fd3d5f18d1b82ce919cc7/0x0.png,725,4.7,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",True,"{'website': 'http://www.withfaye.com', 'email': None, 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'insurance_company', 'displayName': 'Insurance Company', 'isPredicted': False}, {'categoryId': 'insurance_agency', 'displayName': 'Insurance Agency', 'isPredicted': False}]"
5d77ccb415b6ca0001d8d3ba,4.5,worldtrips.com,WorldTrips,//s3-eu-west-1.amazonaws.com/tpd/logos/5d77ccb415b6ca0001d8d3ba/0x0.png,615,4.3,"{'address': '4 Carter Green, Ste. 400', 'city': 'Carmel', 'zipCode': '46032', 'country': 'United States'}",True,"{'website': 'http://worldtrips.com', 'email': 'reviews@worldtrips.com', 'phone': '1-800-605-2282'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
5cb8db8e42743a0001cdd3c1,4.0,www.travelinsured.com,Travel Insured International,//s3-eu-west-1.amazonaws.com/tpd/logos/5cb8db8e42743a0001cdd3c1/0x0.png,517,4.2,"{'address': 'Winding Brook Drive 855', 'city': 'Glastonbury', 'zipCode': '06033', 'country': 'United States'}",True,"{'website': 'http://www.travelinsured.com', 'email': None, 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
59a672cc0000ff0005a9ff51,4.0,www.trawickinternational.com,Trawick International,//s3-eu-west-1.amazonaws.com/tpd/logos/59a672cc0000ff0005a9ff51/0x0.png,507,4.0,"{'address': '300 Fairhope Avenue', 'city': 'Fairhope', 'zipCode': '36532', 'country': 'United States'}",False,"{'website': 'http://www.trawickinternational.com', 'email': 'info@trawickinternational.com', 'phone': '251-661-0924 or Toll Free 888-301-9289'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}]"
5c6488294064df0001fffb18,4.0,travelexinsurance.com,Travelex Insurance Services,//s3-eu-west-1.amazonaws.com/tpd/logos/5c6488294064df0001fffb18/0x0.png,493,4.1,"{'address': '810 North 96th Street, Suite 300', 'city': 'Omaha', 'zipCode': '68114', 'country': 'United States'}",True,"{'website': 'https://www.travelexinsurance.com', 'email': 'customersolutions@travelexinsurance.com', 'phone': '1-800-228-9792'}","[{'categoryId': 'insurance_agency', 'displayName': 'Insurance Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
5cda6f9447869900015112a8,3.5,generalitravelinsurance.com,Generali Travel - USA,//s3-eu-west-1.amazonaws.com/tpd/logos/5cda6f9447869900015112a8/0x0.png,454,3.4,"{'address': None, 'city': 'San Diego', 'zipCode': '92123', 'country': 'United States'}",False,"{'website': 'http://www.generalitravelinsurance.com', 'email': None, 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
6215523389423feabd68f438,5.0,cruiseinsurance101.com,CruiseInsurance 101,,440,4.9,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",True,"{'website': 'http://cruiseinsurance101.com', 'email': None, 'phone': None}","[{'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'insurance_agency', 'displayName': 'Insurance Agency', 'isPredicted': False}, {'categoryId': 'financial_consultant', 'displayName': 'Financial Consultant', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
63c6f65f9b0dfc5e48cc44f5,5.0,inf.insure,INF Insurance,//s3-eu-west-1.amazonaws.com/tpd/logos/63c6f65f9b0dfc5e48cc44f5/0x0.png,427,4.9,"{'address': '7065 Westpointe Blvd.', 'city': 'Orlando', 'zipCode': '32835', 'country': 'United States'}",False,"{'website': 'http://inf.insure', 'email': 'support@inf.insure', 'phone': '408-222-1110'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
564b98bf0000ff000585a589,5.0,travelinsurancecenter.com,Travel Insurance Center,//s3-eu-west-1.amazonaws.com/tpd/logos/564b98bf0000ff000585a589/0x0.png,379,4.8,"{'address': '8420 Dodge Rd.', 'city': 'Omaha', 'zipCode': '68114', 'country': 'United States'}",False,"{'website': 'http://travelinsurancecenter.com', 'email': 'dan@travelinsurancecenter.com', 'phone': '1-866-979-6753'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'insurance_broker', 'displayName': 'Insurance Broker', 'isPredicted': False}, {'categoryId': 'insurance_agency', 'displayName': 'Insurance Agency', 'isPredicted': False}]"
643c1fd3bd61538d5f8cfbe5,5.0,hop.insure,"Hop! Insurance: Travel, Medical, and Assistance",//s3-eu-west-1.amazonaws.com/tpd/logos/643c1fd3bd61538d5f8cfbe5/0x0.png,229,4.8,"{'address': '7065 Westpointe Blvd', 'city': 'Orlando', 'zipCode': '32835', 'country': 'United States'}",True,"{'website': 'http://hop.insure', 'email': 'support@hop.insure', 'phone': '408-222-1110'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
60130844808f4900012c0c26,4.0,redskyinsurance.com,Arch Red Sky Insurance,//s3-eu-west-1.amazonaws.com/tpd/logos/60130844808f4900012c0c26/0x0.png,222,4.1,"{'address': '11350 McCormick Rd,  Ste 102, Executive Plaza IV', 'city': 'Hunt Valley, MD', 'zipCode': '21085', 'country': 'United States'}",True,"{'website': 'https://www.redskyinsurance.com/', 'email': 'info@redskyinsurance.com', 'phone': '866-549-5283'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
5c94ad64edab22000172a7c5,3.0,columbusassicurazioni.it,Columbus Assicurazioni,,169,2.8,"{'address': 'Italy', 'city': 'Italy', 'zipCode': 'Italy', 'country': 'United States'}",False,"{'website': 'http://columbusassicurazioni.it', 'email': 'sales@columbusdirect.com', 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
5c73b74e8466750001e78f3f,3.0,insurewithease.com,insurewithease.com,,165,3.0,"{'address': 'Kao Hockham Building, Edinburgh Way', 'city': 'Harlow', 'zipCode': 'CM20 2NQ', 'country': 'United States'}",False,"{'website': 'http://insurewithease.com', 'email': 'help@insurewithease.com', 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
5dc831cafb0ec40001a30c1f,4.0,insurednomads.com,Insured Nomads,//s3-eu-west-1.amazonaws.com/tpd/logos/5dc831cafb0ec40001a30c1f/0x0.png,147,4.1,"{'address': '120 19th St N, Suite 401', 'city': 'Birmingham', 'zipCode': '35203', 'country': 'United States'}",True,"{'website': 'http://www.insurednomads.com', 'email': 'hello@insurednomads.com', 'phone': '(205) 767-0507'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'insurance_agency', 'displayName': 'Insurance Agency', 'isPredicted': False}, {'categoryId': 'financial_consultant', 'displayName': 'Financial Consultant', 'isPredicted': False}, {'categoryId': 'student_insurance_company', 'displayName': 'Student Insurance Company', 'isPredicted': False}, {'categoryId': 'insurance_company', 'displayName': 'Insurance Company', 'isPredicted': False}]"
59d660980000ff0005ace3e7,5.0,pteet.com,Pteet.com,//s3-eu-west-1.amazonaws.com/tpd/logos/59d660980000ff0005ace3e7/0x0.png,142,4.8,"{'address': '321 E Walnut Street, Suite 130', 'city': 'Des Moines', 'zipCode': '50309', 'country': 'United States'}",False,"{'website': 'https://www.pteet.com', 'email': 'admin@pteet.com', 'phone': '16504714495'}","[{'categoryId': 'car_rental_agency', 'displayName': 'Car Rental Agency', 'isPredicted': False}, {'categoryId': 'car_accessories_store', 'displayName': 'Car Accessories Store', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}]"
63612c5466730c2b6f195f50,5.0,eazyfares.com,EazyFares,//s3-eu-west-1.amazonaws.com/tpd/logos/63612c5466730c2b6f195f50/0x0.png,135,4.8,"{'address': '9658 Adora Ter', 'city': 'Riverside', 'zipCode': '92508', 'country': 'United States'}",True,"{'website': 'http://www.eazyfares.com', 'email': 'support@eazyfares.com', 'phone': '+1(310)-882-5797'}","[{'categoryId': 'travel_aggregator', 'displayName': 'Travel Aggregator', 'isPredicted': False}, {'categoryId': 'airline_ticket_agency', 'displayName': 'Airline Ticket Agency', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'flights_search_site', 'displayName': 'Flights Search Site', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
6408b029e44f16602bb4dc96,4.5,aontravelclaim.com,Aon Affinity Travel Practice,//s3-eu-west-1.amazonaws.com/tpd/logos/6408b029e44f16602bb4dc96/0x0.png,72,4.5,"{'address': '900 Stewart Avenue #400', 'city': 'Garden City', 'zipCode': '11530-4855', 'country': 'United States'}",False,"{'website': 'http://aontravelclaim.com', 'email': 'travelprotect@aon.com', 'phone': '(800) 453-4027'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'insurance_broker', 'displayName': 'Insurance Broker', 'isPredicted': False}]"
5e32eb05e6e8600001deff5b,5.0,captravelassistance.com,CAP™ Travel Assistance Plans,//s3-eu-west-1.amazonaws.com/tpd/logos/5e32eb05e6e8600001deff5b/0x0.png,60,4.8,"{'address': '861 SW 78th Avenue Suite B200 ', 'city': 'Plantation', 'zipCode': 'FL 33324', 'country': 'United States'}",False,"{'website': 'https://www.captravelassistance.com/', 'email': 'cap@wwfocus.com', 'phone': '866-340-8569'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
5c676355897e0b000196cd0a,5.0,travelinsurance.com,TravelInsurance.com,,57,4.8,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'http://travelinsurance.com', 'email': None, 'phone': None}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
61fc5b67ed0a0027d2d17c3e,2.5,tinleg.com,TinLeg,,56,2.4,"{'address': '180 River Road, 2nd Floor', 'city': 'Summit', 'zipCode': '07901', 'country': 'United States'}",False,"{'website': 'http://tinleg.com', 'email': 'info@tinleg.com', 'phone': '844-240-1233'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
5e8e3fc8fe45340001608d84,5.0,goldenruletravel.com,Golden Rule Travel,//s3-eu-west-1.amazonaws.com/tpd/logos/5e8e3fc8fe45340001608d84/0x0.png,53,4.8,"{'address': '6834 County Road 672, Suite 102', 'city': 'Millersburg', 'zipCode': '44654', 'country': 'United States'}",True,"{'website': 'http://goldenruletravel.com', 'email': 'sales@goldenruletravel.com', 'phone': '+1 (330) 893-1501'}","[{'categoryId': 'airline_ticket_agency', 'displayName': 'Airline Ticket Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'travel_aggregator', 'displayName': 'Travel Aggregator', 'isPredicted': False}, {'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}]"
5e4d7f181f96930001914668,4.5,comparaassist.com,Compara Assist,//s3-eu-west-1.amazonaws.com/tpd/logos/5e4d7f181f96930001914668/0x0.png,32,4.7,"{'address': None, 'city': None, 'zipCode': None, 'country': 'United States'}",False,"{'website': 'http://comparaassist.com', 'email': 'info@comparaassist.com', 'phone': '+14072146098'}","[{'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
644fad30c83d3b1009f9ce02,3.5,lodgeme.com,LODGE ME - SIÈGE SOCIAL,//s3-eu-west-1.amazonaws.com/tpd/logos/644fad30c83d3b1009f9ce02/0x0.png,24,3.7,"{'address': '2201 Menaul Boulevard Northeast,', 'city': 'Albuquerque', 'zipCode': '87107', 'country': 'United States'}",False,"{'website': 'http://lodgeme.com', 'email': 'team@lodgeme.com', 'phone': '+1 (505) 605 7771'}","[{'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'travellers_lodge', 'displayName': 'Travellers Lodge', 'isPredicted': False}, {'categoryId': 'cruise_travel_agency', 'displayName': 'Cruise Travel Agency', 'isPredicted': False}, {'categoryId': 'tour_operator', 'displayName': 'Tour Operator', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'travel_aggregator', 'displayName': 'Travel Aggregator', 'isPredicted': False}]"
64afa7c2d97efb5870a5a150,4.0,weatherpromise.com,WeatherPromise,//s3-eu-west-1.amazonaws.com/tpd/logos/64afa7c2d97efb5870a5a150/0x0.png,15,4.1,"{'address': 'PO Box 2012', 'city': 'Morristown', 'zipCode': '07962', 'country': 'United States'}",False,"{'website': 'http://www.weatherpromise.com', 'email': 'support@weatherpromise.com', 'phone': '(603) 574-4908'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
65ca9e441ab9f950714876d1,4.5,gowanderwell.com,Wanderwell,//s3-eu-west-1.amazonaws.com/tpd/logos/65ca9e441ab9f950714876d1/0x0.png,11,4.4,"{'address': '1661 SE 3rd Ave', 'city': 'Portland', 'zipCode': '97214', 'country': 'United States'}",False,"{'website': 'http://gowanderwell.com', 'email': 'support@gowanderwell.com', 'phone': '1-844-992-6337'}","[{'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}]"
5a3b9b33b894c90670b7c172,4.5,www.luxfares.com,LuxFares,//s3-eu-west-1.amazonaws.com/tpd/logos/5a3b9b33b894c90670b7c172/0x0.png,9,4.3,"{'address': '261 E Colorado Blvd', 'city': 'Pasadena', 'zipCode': '91101', 'country': 'United States'}",False,"{'website': 'http://www.luxfares.com', 'email': 'info.luxfares@gmail.com', 'phone': '+1 (626) 395-0366'}","[{'categoryId': 'travel_agency', 'displayName': 'Travel Agency', 'isPredicted': False}, {'categoryId': 'flights_search_site', 'displayName': 'Flights Search Site', 'isPredicted': False}, {'categoryId': 'travel_insurance_company', 'displayName': 'Travel Insurance Company', 'isPredicted': False}, {'categoryId': 'hotel', 'displayName': 'Hotel', 'isPredicted': False}]"
